epoch,iters,time,data_time,D_A,G_A,cycle_A,idt_A,D_B,G_B,cycle_B,idt_B,G_Lc
125,27984,0.049,0.003,0.135,0.507,0.285,0.079,0.174,0.386,0.24,0.153,0.111
125,28384,0.057,0.003,0.161,0.496,0.307,0.091,0.186,0.338,0.268,0.078,0.073
125,28784,0.048,0.003,0.181,0.417,0.333,0.084,0.181,0.37,0.265,0.12,0.141
125,29184,0.051,0.004,0.178,0.461,0.257,0.075,0.203,0.421,0.196,0.099,0.103
125,29584,0.059,0.003,0.224,0.412,0.242,0.062,0.2,0.364,0.214,0.141,0.202
125,29984,0.049,0.004,0.157,0.33,0.322,0.087,0.172,0.345,0.251,0.117,0.129
125,30384,0.052,0.004,0.157,0.446,0.276,0.088,0.195,0.423,0.244,0.112,0.138
125,30784,0.053,0.003,0.117,0.477,0.32,0.082,0.156,0.496,0.231,0.129,0.161
125,31184,0.053,0.004,0.155,0.352,0.28,0.085,0.177,0.349,0.225,0.107,0.06
125,31584,0.053,0.003,0.158,0.529,0.309,0.09,0.205,0.4,0.26,0.095,0.073
125,31984,0.057,0.004,0.168,0.624,0.203,0.067,0.212,0.495,0.166,0.09,0.05
125,32384,0.048,0.003,0.165,0.605,0.223,0.065,0.183,0.425,0.192,0.114,0.064
125,32784,0.048,0.004,0.212,0.438,0.245,0.087,0.229,0.398,0.232,0.085,0.08
125,33184,0.052,0.003,0.13,0.392,0.253,0.08,0.195,0.451,0.24,0.1,0.061
125,33584,0.051,0.004,0.086,0.416,0.269,0.086,0.155,0.375,0.223,0.065,0.083
125,33984,0.053,0.003,0.119,0.561,0.204,0.059,0.19,0.462,0.176,0.097,0.05
125,34384,0.054,0.004,0.122,0.385,0.25,0.072,0.155,0.344,0.205,0.09,0.058
125,34784,0.047,0.003,0.154,0.482,0.307,0.086,0.231,0.38,0.248,0.111,0.072
125,35184,0.054,0.003,0.136,0.533,0.243,0.074,0.181,0.427,0.211,0.116,0.053
125,35584,0.048,0.004,0.131,0.506,0.315,0.093,0.196,0.28,0.281,0.131,0.072
125,35984,0.048,0.004,0.126,0.6,0.343,0.12,0.169,0.457,0.299,0.14,0.087
125,36384,0.053,0.004,0.143,0.484,0.281,0.074,0.203,0.327,0.23,0.128,0.077
125,36784,0.047,0.003,0.149,0.533,0.268,0.075,0.182,0.411,0.225,0.116,0.06
125,37184,0.05,0.004,0.145,0.421,0.25,0.082,0.19,0.365,0.243,0.096,0.061
125,37584,0.053,0.003,0.149,0.481,0.335,0.1,0.207,0.381,0.28,0.125,0.089
125,37984,0.049,0.004,0.155,0.391,0.326,0.103,0.21,0.295,0.276,0.074,0.077
125,38384,0.047,0.004,0.126,0.397,0.295,0.075,0.2,0.452,0.205,0.093,0.107
125,38784,0.053,0.003,0.161,0.654,0.321,0.08,0.167,0.346,0.24,0.163,0.115
125,39184,0.048,0.004,0.156,0.403,0.342,0.089,0.203,0.412,0.245,0.109,0.11
125,39584,0.048,0.003,0.159,0.583,0.301,0.112,0.171,0.323,0.363,0.099,0.117
125,39984,0.053,0.004,0.159,0.408,0.336,0.086,0.21,0.437,0.249,0.096,0.108
125,40384,0.048,0.004,0.15,0.506,0.299,0.093,0.198,0.357,0.259,0.099,0.104
125,40784,0.052,0.004,0.126,0.555,0.331,0.089,0.196,0.481,0.241,0.117,0.147
125,41184,0.049,0.004,0.189,0.374,0.286,0.084,0.175,0.279,0.224,0.107,0.14
125,41584,0.049,0.003,0.183,0.391,0.258,0.069,0.187,0.532,0.211,0.113,0.157
125,41984,0.046,0.003,0.165,0.646,0.296,0.097,0.179,0.417,0.245,0.103,0.151
126,400,0.049,0.127,0.198,0.438,0.28,0.074,0.204,0.384,0.206,0.114,0.158
126,800,0.053,0.003,0.156,0.404,0.307,0.088,0.193,0.404,0.243,0.108,0.098
126,1200,0.059,0.003,0.167,0.5,0.26,0.076,0.196,0.372,0.202,0.089,0.108
126,1600,0.054,0.003,0.149,0.419,0.256,0.066,0.203,0.503,0.192,0.107,0.082
126,2000,0.053,0.003,0.181,0.462,0.332,0.088,0.226,0.346,0.233,0.106,0.149
126,2400,0.054,0.004,0.156,0.445,0.306,0.076,0.162,0.353,0.237,0.116,0.11
126,2800,0.047,0.003,0.184,0.455,0.384,0.122,0.198,0.379,0.322,0.115,0.098
126,3200,0.048,0.003,0.198,0.519,0.363,0.1,0.198,0.326,0.27,0.113,0.096
126,3600,0.053,0.003,0.197,0.361,0.274,0.069,0.181,0.398,0.216,0.101,0.095
126,4000,0.048,0.003,0.233,0.389,0.26,0.07,0.224,0.361,0.193,0.086,0.101
126,4400,0.052,0.003,0.176,0.436,0.215,0.062,0.186,0.379,0.177,0.13,0.162
126,4800,0.054,0.003,0.181,0.324,0.304,0.081,0.191,0.397,0.235,0.124,0.154
126,5200,0.05,0.004,0.176,0.481,0.271,0.077,0.201,0.348,0.223,0.11,0.135
126,5600,0.049,0.004,0.183,0.38,0.269,0.077,0.202,0.372,0.209,0.149,0.154
126,6000,0.053,0.003,0.118,0.596,0.271,0.074,0.167,0.478,0.223,0.137,0.085
126,6400,0.048,0.003,0.153,0.457,0.224,0.068,0.204,0.44,0.204,0.127,0.078
126,6800,0.054,0.003,0.137,0.43,0.288,0.077,0.172,0.348,0.231,0.132,0.088
126,7200,0.049,0.003,0.176,0.404,0.272,0.071,0.22,0.448,0.221,0.119,0.126
126,7600,0.048,0.003,0.136,0.529,0.314,0.072,0.185,0.377,0.215,0.159,0.133
126,8000,0.052,0.003,0.139,0.376,0.371,0.105,0.16,0.383,0.287,0.124,0.104
126,8400,0.048,0.003,0.202,0.456,0.272,0.07,0.2,0.357,0.209,0.158,0.149
126,8800,0.048,0.003,0.179,0.336,0.299,0.077,0.214,0.389,0.222,0.107,0.083
126,9200,0.056,0.003,0.109,0.46,0.257,0.077,0.153,0.415,0.229,0.132,0.152
126,9600,0.048,0.003,0.202,0.405,0.287,0.084,0.225,0.38,0.252,0.173,0.147
126,10000,0.047,0.003,0.161,0.503,0.307,0.086,0.217,0.404,0.273,0.127,0.163
126,10400,0.059,0.003,0.162,0.41,0.274,0.081,0.197,0.333,0.256,0.148,0.13
126,10800,0.053,0.004,0.211,0.469,0.287,0.076,0.221,0.369,0.213,0.14,0.196
126,11200,0.047,0.005,0.189,0.477,0.284,0.072,0.221,0.384,0.23,0.138,0.136
126,11600,0.053,0.003,0.144,0.508,0.281,0.07,0.19,0.342,0.218,0.1,0.11
126,12000,0.048,0.003,0.161,0.411,0.316,0.085,0.161,0.408,0.22,0.122,0.103
126,12400,0.054,0.005,0.17,0.497,0.251,0.056,0.168,0.442,0.174,0.134,0.109
126,12800,0.047,0.004,0.146,0.421,0.382,0.132,0.176,0.374,0.313,0.093,0.088
126,13200,0.049,0.003,0.133,0.573,0.314,0.091,0.216,0.376,0.235,0.114,0.108
126,13600,0.053,0.003,0.183,0.508,0.304,0.086,0.213,0.363,0.245,0.119,0.098
126,14000,0.052,0.003,0.167,0.363,0.322,0.081,0.203,0.369,0.269,0.114,0.087
126,14400,0.048,0.003,0.169,0.452,0.256,0.056,0.189,0.418,0.183,0.153,0.116
126,14800,0.057,0.003,0.181,0.394,0.302,0.084,0.214,0.386,0.256,0.085,0.101
126,15200,0.05,0.003,0.158,0.416,0.334,0.091,0.185,0.4,0.243,0.137,0.18
126,15600,0.05,0.003,0.141,0.398,0.3,0.085,0.188,0.363,0.235,0.094,0.111
126,16000,0.053,0.003,0.136,0.501,0.347,0.108,0.176,0.437,0.269,0.101,0.149
126,16400,0.048,0.003,0.174,0.354,0.334,0.098,0.203,0.349,0.262,0.1,0.083
126,16800,0.047,0.004,0.149,0.495,0.258,0.07,0.185,0.482,0.207,0.114,0.131
126,17200,0.055,0.004,0.141,0.427,0.312,0.103,0.181,0.336,0.254,0.102,0.146
126,17600,0.05,0.003,0.209,0.587,0.189,0.057,0.195,0.451,0.154,0.096,0.113
126,18000,0.05,0.003,0.154,0.456,0.259,0.08,0.169,0.418,0.206,0.109,0.081
126,18400,0.053,0.004,0.158,0.548,0.311,0.078,0.216,0.457,0.227,0.146,0.1
126,18800,0.053,0.003,0.154,0.4,0.218,0.07,0.209,0.337,0.198,0.074,0.048
126,19200,0.052,0.004,0.133,0.472,0.308,0.103,0.174,0.433,0.267,0.086,0.066
126,19600,0.051,0.003,0.183,0.428,0.234,0.065,0.209,0.316,0.181,0.112,0.08
126,20000,0.047,0.003,0.136,0.508,0.322,0.078,0.171,0.44,0.241,0.108,0.103
126,20400,0.054,0.004,0.181,0.455,0.303,0.086,0.189,0.329,0.233,0.101,0.129
126,20800,0.048,0.003,0.144,0.462,0.251,0.066,0.183,0.537,0.202,0.102,0.109
126,21200,0.053,0.004,0.156,0.427,0.288,0.096,0.146,0.393,0.254,0.122,0.16
126,21600,0.053,0.003,0.15,0.384,0.299,0.088,0.169,0.386,0.251,0.106,0.104
126,22000,0.047,0.003,0.154,0.51,0.216,0.064,0.221,0.326,0.186,0.093,0.097
126,22400,0.052,0.004,0.192,0.37,0.227,0.058,0.218,0.339,0.187,0.116,0.102
126,22800,0.053,0.004,0.161,0.453,0.291,0.079,0.194,0.475,0.248,0.126,0.103
126,23200,0.053,0.003,0.165,0.379,0.325,0.09,0.203,0.302,0.246,0.096,0.09
126,23600,0.048,0.003,0.202,0.491,0.365,0.108,0.231,0.512,0.303,0.113,0.092
126,24000,0.057,0.004,0.152,0.408,0.212,0.063,0.17,0.322,0.2,0.104,0.08
126,24400,0.048,0.005,0.133,0.544,0.305,0.079,0.17,0.385,0.231,0.114,0.091
126,24800,0.052,0.003,0.151,0.402,0.355,0.094,0.161,0.367,0.263,0.106,0.102
126,25200,0.048,0.003,0.156,0.422,0.326,0.101,0.168,0.357,0.264,0.108,0.094
126,25600,0.047,0.004,0.198,0.383,0.285,0.091,0.191,0.448,0.236,0.103,0.092
126,26000,0.053,0.003,0.159,0.461,0.259,0.073,0.17,0.354,0.207,0.133,0.133
126,26400,0.048,0.004,0.179,0.399,0.283,0.079,0.154,0.504,0.206,0.105,0.156
126,26800,0.048,0.003,0.17,0.391,0.324,0.073,0.213,0.372,0.223,0.15,0.136
126,27200,0.054,0.003,0.159,0.385,0.284,0.068,0.167,0.417,0.192,0.135,0.157
126,27600,0.048,0.004,0.136,0.401,0.308,0.08,0.191,0.406,0.232,0.122,0.14
126,28000,0.048,0.004,0.165,0.49,0.252,0.077,0.153,0.394,0.226,0.103,0.142
126,28400,0.052,0.004,0.184,0.346,0.291,0.087,0.198,0.356,0.25,0.121,0.148
126,28800,0.053,0.003,0.152,0.459,0.24,0.065,0.198,0.383,0.19,0.114,0.168
126,29200,0.048,0.004,0.169,0.38,0.313,0.084,0.213,0.414,0.239,0.094,0.107
126,29600,0.053,0.003,0.174,0.41,0.274,0.074,0.185,0.333,0.211,0.094,0.118
126,30000,0.048,0.004,0.174,0.498,0.29,0.082,0.202,0.483,0.231,0.111,0.079
126,30400,0.054,0.003,0.183,0.431,0.256,0.069,0.21,0.361,0.206,0.125,0.075
126,30800,0.052,0.003,0.202,0.502,0.222,0.07,0.213,0.397,0.204,0.076,0.074
126,31200,0.051,0.004,0.101,0.527,0.29,0.073,0.131,0.435,0.217,0.118,0.103
126,31600,0.055,0.003,0.119,0.483,0.268,0.07,0.151,0.444,0.208,0.139,0.119
126,32000,0.048,0.004,0.181,0.375,0.293,0.08,0.203,0.4,0.236,0.095,0.095
126,32400,0.053,0.003,0.199,0.401,0.306,0.082,0.229,0.36,0.245,0.123,0.147
126,32800,0.054,0.004,0.16,0.458,0.301,0.078,0.137,0.421,0.22,0.148,0.207
126,33200,0.048,0.003,0.146,0.455,0.291,0.075,0.155,0.409,0.208,0.116,0.136
126,33600,0.052,0.004,0.098,0.43,0.245,0.079,0.136,0.431,0.193,0.143,0.2
126,34000,0.054,0.004,0.18,0.49,0.27,0.085,0.208,0.416,0.236,0.107,0.136
126,34400,0.048,0.004,0.189,0.448,0.267,0.102,0.219,0.398,0.257,0.115,0.084
126,34800,0.05,0.003,0.153,0.42,0.215,0.07,0.176,0.353,0.189,0.102,0.07
126,35200,0.055,0.004,0.183,0.524,0.269,0.078,0.233,0.414,0.224,0.103,0.069
126,35600,0.049,0.003,0.176,0.418,0.249,0.072,0.221,0.375,0.227,0.102,0.103
126,36000,0.055,0.004,0.173,0.57,0.299,0.086,0.197,0.448,0.232,0.112,0.132
126,36400,0.049,0.004,0.155,0.406,0.298,0.09,0.157,0.313,0.238,0.13,0.116
126,36800,0.048,0.003,0.126,0.541,0.29,0.08,0.18,0.38,0.235,0.12,0.088
126,37200,0.053,0.003,0.131,0.409,0.233,0.059,0.227,0.391,0.185,0.121,0.102
126,37600,0.047,0.003,0.156,0.506,0.289,0.09,0.195,0.421,0.23,0.17,0.109
126,38000,0.053,0.005,0.178,0.506,0.284,0.083,0.22,0.332,0.228,0.087,0.058
126,38400,0.055,0.004,0.173,0.496,0.29,0.074,0.17,0.375,0.225,0.14,0.11
126,38800,0.048,0.004,0.187,0.451,0.309,0.092,0.211,0.345,0.229,0.122,0.113
126,39200,0.048,0.003,0.195,0.504,0.263,0.072,0.21,0.421,0.197,0.133,0.145
126,39600,0.053,0.004,0.172,0.51,0.288,0.074,0.164,0.374,0.211,0.114,0.118
126,40000,0.049,0.004,0.174,0.407,0.313,0.09,0.228,0.354,0.245,0.117,0.103
126,40400,0.048,0.003,0.18,0.466,0.325,0.1,0.17,0.386,0.264,0.077,0.117
126,40800,0.053,0.005,0.213,0.397,0.372,0.105,0.219,0.318,0.285,0.117,0.112
126,41200,0.049,0.003,0.149,0.535,0.302,0.094,0.179,0.416,0.248,0.144,0.159
126,41600,0.053,0.003,0.171,0.483,0.3,0.077,0.18,0.334,0.237,0.166,0.148
127,16,0.044,0.003,0.169,0.424,0.245,0.067,0.2,0.419,0.188,0.129,0.07
127,416,0.048,0.003,0.141,0.489,0.27,0.076,0.202,0.341,0.239,0.105,0.053
127,816,0.058,0.004,0.155,0.435,0.259,0.067,0.143,0.396,0.196,0.078,0.06
127,1216,0.048,0.003,0.14,0.513,0.298,0.083,0.184,0.458,0.236,0.111,0.057
127,1616,0.05,0.003,0.117,0.473,0.319,0.092,0.145,0.404,0.257,0.083,0.062
127,2016,0.051,0.004,0.11,0.462,0.288,0.075,0.16,0.485,0.214,0.104,0.064
127,2416,0.048,0.004,0.197,0.367,0.282,0.083,0.23,0.345,0.234,0.067,0.079
127,2816,0.048,0.003,0.163,0.432,0.295,0.074,0.156,0.426,0.224,0.106,0.094
127,3216,0.053,0.003,0.156,0.386,0.277,0.063,0.149,0.483,0.189,0.149,0.143
127,3616,0.047,0.003,0.216,0.515,0.266,0.059,0.206,0.455,0.189,0.103,0.195
127,4016,0.052,0.003,0.177,0.308,0.266,0.076,0.215,0.383,0.216,0.122,0.18
127,4416,0.056,0.003,0.19,0.511,0.2,0.056,0.174,0.447,0.164,0.102,0.189
127,4816,0.047,0.003,0.167,0.392,0.275,0.076,0.158,0.314,0.231,0.111,0.095
127,5216,0.048,0.003,0.143,0.467,0.344,0.103,0.227,0.374,0.276,0.088,0.084
127,5616,0.057,0.003,0.163,0.392,0.285,0.079,0.212,0.361,0.239,0.235,0.066
127,6016,0.048,0.003,0.182,0.481,0.265,0.082,0.205,0.409,0.224,0.14,0.084
127,6416,0.053,0.003,0.205,0.45,0.302,0.075,0.217,0.416,0.21,0.143,0.073
127,6816,0.05,0.003,0.12,0.481,0.31,0.072,0.138,0.469,0.198,0.15,0.093
127,7216,0.047,0.003,0.173,0.358,0.266,0.055,0.182,0.325,0.172,0.16,0.091
127,7616,0.052,0.003,0.161,0.53,0.302,0.079,0.197,0.438,0.215,0.119,0.095
127,8016,0.047,0.003,0.132,0.58,0.262,0.084,0.159,0.415,0.219,0.141,0.092
127,8416,0.053,0.003,0.159,0.386,0.301,0.085,0.207,0.401,0.233,0.152,0.129
127,8816,0.054,0.003,0.172,0.558,0.349,0.104,0.196,0.353,0.293,0.125,0.119
127,9216,0.048,0.005,0.223,0.347,0.353,0.113,0.216,0.409,0.314,0.13,0.143
127,9616,0.05,0.004,0.226,0.511,0.271,0.075,0.228,0.367,0.221,0.135,0.181
127,10016,0.054,0.003,0.197,0.34,0.315,0.086,0.222,0.365,0.254,0.144,0.179
127,10416,0.048,0.004,0.162,0.459,0.333,0.107,0.174,0.343,0.279,0.125,0.115
127,10816,0.053,0.003,0.186,0.458,0.303,0.076,0.16,0.398,0.212,0.143,0.191
127,11216,0.054,0.003,0.163,0.376,0.267,0.097,0.205,0.369,0.251,0.089,0.104
127,11616,0.049,0.003,0.168,0.426,0.37,0.09,0.179,0.372,0.254,0.141,0.084
127,12016,0.053,0.003,0.191,0.406,0.272,0.066,0.21,0.44,0.196,0.11,0.066
127,12416,0.048,0.003,0.171,0.422,0.303,0.087,0.174,0.402,0.239,0.091,0.07
127,12816,0.048,0.003,0.194,0.414,0.319,0.105,0.21,0.327,0.282,0.1,0.087
127,13216,0.048,0.003,0.147,0.462,0.294,0.073,0.204,0.443,0.228,0.143,0.092
127,13616,0.048,0.004,0.163,0.377,0.33,0.081,0.171,0.413,0.207,0.132,0.098
127,14016,0.048,0.004,0.173,0.397,0.291,0.072,0.175,0.464,0.222,0.107,0.079
127,14416,0.053,0.004,0.21,0.562,0.318,0.099,0.198,0.41,0.255,0.126,0.12
127,14816,0.047,0.004,0.211,0.384,0.223,0.067,0.241,0.381,0.199,0.129,0.142
127,15216,0.053,0.004,0.204,0.515,0.26,0.082,0.208,0.35,0.234,0.116,0.098
127,15616,0.055,0.004,0.164,0.456,0.22,0.061,0.187,0.354,0.183,0.1,0.107
127,16016,0.048,0.004,0.152,0.487,0.276,0.08,0.192,0.391,0.227,0.11,0.178
127,16416,0.05,0.003,0.176,0.499,0.262,0.064,0.169,0.438,0.187,0.142,0.182
127,16816,0.058,0.003,0.184,0.353,0.289,0.088,0.203,0.256,0.281,0.072,0.104
127,17216,0.048,0.004,0.187,0.498,0.382,0.108,0.192,0.475,0.293,0.111,0.11
127,17616,0.048,0.004,0.172,0.502,0.342,0.102,0.155,0.327,0.296,0.081,0.117
127,18016,0.052,0.004,0.2,0.575,0.261,0.067,0.222,0.571,0.205,0.103,0.08
127,18416,0.048,0.004,0.174,0.478,0.278,0.075,0.171,0.282,0.236,0.119,0.108
127,18816,0.052,0.003,0.189,0.48,0.336,0.097,0.198,0.379,0.274,0.145,0.083
127,19216,0.053,0.003,0.149,0.478,0.318,0.092,0.183,0.36,0.257,0.132,0.08
127,19616,0.048,0.003,0.167,0.448,0.301,0.083,0.213,0.363,0.244,0.1,0.081
127,20016,0.052,0.003,0.146,0.451,0.257,0.075,0.177,0.437,0.226,0.083,0.064
127,20416,0.05,0.003,0.14,0.439,0.262,0.073,0.191,0.362,0.218,0.084,0.07
127,20816,0.048,0.003,0.171,0.37,0.282,0.084,0.205,0.354,0.247,0.116,0.075
127,21216,0.057,0.003,0.188,0.533,0.252,0.07,0.195,0.392,0.214,0.128,0.107
127,21616,0.048,0.003,0.18,0.354,0.279,0.079,0.214,0.405,0.22,0.114,0.09
127,22016,0.048,0.003,0.118,0.542,0.248,0.065,0.188,0.326,0.2,0.099,0.098
127,22416,0.052,0.003,0.155,0.557,0.312,0.103,0.188,0.414,0.267,0.109,0.124
127,22816,0.048,0.004,0.125,0.5,0.275,0.065,0.136,0.346,0.204,0.148,0.098
127,23216,0.054,0.004,0.186,0.42,0.316,0.088,0.253,0.406,0.224,0.136,0.092
127,23616,0.048,0.003,0.149,0.429,0.253,0.074,0.18,0.298,0.213,0.118,0.084
127,24016,0.048,0.003,0.152,0.449,0.327,0.088,0.213,0.524,0.239,0.123,0.092
127,24416,0.054,0.003,0.167,0.425,0.219,0.065,0.211,0.293,0.177,0.103,0.095
127,24816,0.05,0.004,0.163,0.465,0.254,0.089,0.203,0.383,0.218,0.077,0.062
127,25216,0.048,0.005,0.176,0.514,0.328,0.07,0.193,0.357,0.212,0.148,0.181
127,25616,0.058,0.004,0.16,0.335,0.282,0.076,0.202,0.389,0.198,0.136,0.178
127,26016,0.046,0.003,0.176,0.376,0.29,0.086,0.216,0.323,0.242,0.092,0.08
127,26416,0.049,0.003,0.182,0.491,0.27,0.082,0.232,0.463,0.252,0.096,0.106
127,26816,0.052,0.004,0.167,0.386,0.32,0.096,0.206,0.377,0.254,0.092,0.093
127,27216,0.048,0.003,0.183,0.472,0.311,0.09,0.212,0.375,0.258,0.114,0.108
127,27616,0.054,0.003,0.187,0.365,0.275,0.056,0.197,0.389,0.17,0.154,0.131
127,28016,0.048,0.004,0.181,0.531,0.295,0.073,0.147,0.406,0.209,0.134,0.091
127,28416,0.047,0.004,0.151,0.443,0.312,0.094,0.194,0.374,0.272,0.091,0.074
127,28816,0.054,0.004,0.188,0.463,0.254,0.072,0.202,0.417,0.213,0.094,0.082
127,29216,0.047,0.003,0.142,0.386,0.253,0.076,0.158,0.328,0.235,0.091,0.076
127,29616,0.052,0.004,0.135,0.514,0.24,0.072,0.146,0.437,0.211,0.088,0.097
127,30016,0.052,0.004,0.2,0.381,0.251,0.077,0.236,0.356,0.212,0.086,0.09
127,30416,0.052,0.003,0.196,0.414,0.288,0.069,0.238,0.381,0.227,0.162,0.155
127,30816,0.048,0.004,0.217,0.334,0.385,0.129,0.245,0.35,0.308,0.098,0.11
127,31216,0.054,0.003,0.17,0.516,0.253,0.074,0.193,0.47,0.213,0.099,0.09
127,31616,0.049,0.005,0.197,0.461,0.322,0.085,0.214,0.338,0.25,0.123,0.138
127,32016,0.049,0.003,0.144,0.518,0.285,0.059,0.18,0.502,0.173,0.153,0.14
127,32416,0.055,0.004,0.217,0.346,0.27,0.066,0.206,0.329,0.194,0.133,0.108
127,32816,0.048,0.004,0.163,0.454,0.303,0.07,0.175,0.522,0.189,0.096,0.092
127,33216,0.054,0.003,0.153,0.476,0.32,0.069,0.183,0.397,0.204,0.156,0.149
127,33616,0.048,0.004,0.164,0.517,0.335,0.101,0.219,0.37,0.248,0.101,0.124
127,34016,0.053,0.004,0.205,0.438,0.29,0.077,0.187,0.369,0.224,0.107,0.096
127,34416,0.058,0.003,0.208,0.372,0.323,0.066,0.227,0.48,0.19,0.092,0.116
127,34816,0.048,0.003,0.14,0.397,0.305,0.096,0.164,0.306,0.251,0.077,0.082
127,35216,0.049,0.004,0.166,0.46,0.251,0.064,0.159,0.483,0.189,0.135,0.145
127,35616,0.055,0.003,0.159,0.502,0.217,0.063,0.189,0.414,0.191,0.144,0.195
127,36016,0.049,0.003,0.209,0.412,0.288,0.083,0.221,0.405,0.231,0.106,0.138
127,36416,0.047,0.003,0.178,0.557,0.281,0.078,0.197,0.443,0.227,0.131,0.218
127,36816,0.058,0.003,0.164,0.467,0.219,0.065,0.209,0.413,0.203,0.105,0.107
127,37216,0.047,0.003,0.185,0.475,0.293,0.084,0.171,0.408,0.251,0.093,0.117
127,37616,0.053,0.003,0.137,0.513,0.251,0.086,0.156,0.413,0.225,0.11,0.104
127,38016,0.049,0.003,0.135,0.44,0.241,0.06,0.161,0.465,0.18,0.113,0.099
127,38416,0.047,0.004,0.178,0.506,0.297,0.086,0.218,0.393,0.225,0.081,0.165
127,38816,0.053,0.003,0.152,0.499,0.353,0.109,0.174,0.354,0.277,0.112,0.11
127,39216,0.048,0.003,0.133,0.463,0.285,0.079,0.191,0.37,0.225,0.146,0.13
127,39616,0.048,0.005,0.178,0.555,0.282,0.09,0.204,0.455,0.239,0.131,0.085
127,40016,0.053,0.004,0.147,0.435,0.291,0.083,0.219,0.29,0.238,0.102,0.063
127,40416,0.048,0.003,0.149,0.428,0.247,0.068,0.164,0.418,0.192,0.12,0.089
127,40816,0.048,0.003,0.129,0.566,0.303,0.095,0.14,0.41,0.264,0.107,0.11
127,41216,0.058,0.004,0.142,0.503,0.244,0.064,0.186,0.44,0.188,0.137,0.116
127,41616,0.048,0.003,0.189,0.462,0.356,0.099,0.191,0.383,0.275,0.118,0.12
128,32,0.053,0.003,0.165,0.427,0.287,0.078,0.177,0.38,0.222,0.153,0.161
128,432,0.05,0.005,0.167,0.55,0.276,0.07,0.217,0.42,0.208,0.132,0.152
128,832,0.052,0.003,0.173,0.502,0.269,0.063,0.18,0.335,0.209,0.098,0.168
128,1232,0.058,0.003,0.125,0.487,0.32,0.089,0.16,0.391,0.283,0.115,0.114
128,1632,0.048,0.003,0.206,0.353,0.26,0.073,0.173,0.397,0.211,0.135,0.063
128,2032,0.048,0.003,0.108,0.371,0.303,0.109,0.18,0.428,0.267,0.079,0.092
128,2432,0.054,0.003,0.16,0.473,0.225,0.069,0.221,0.382,0.196,0.147,0.06
128,2832,0.049,0.004,0.133,0.66,0.185,0.061,0.167,0.443,0.181,0.139,0.047
128,3232,0.049,0.003,0.146,0.616,0.217,0.06,0.214,0.502,0.173,0.162,0.072
128,3632,0.055,0.003,0.121,0.466,0.322,0.108,0.19,0.363,0.301,0.128,0.073
128,4032,0.049,0.005,0.126,0.501,0.271,0.079,0.177,0.323,0.226,0.1,0.064
128,4432,0.053,0.004,0.164,0.471,0.287,0.085,0.189,0.31,0.24,0.083,0.064
128,4832,0.053,0.003,0.146,0.51,0.259,0.072,0.184,0.364,0.202,0.163,0.072
128,5232,0.048,0.003,0.134,0.655,0.255,0.071,0.134,0.392,0.208,0.166,0.071
128,5632,0.052,0.003,0.169,0.531,0.261,0.089,0.195,0.417,0.236,0.113,0.092
128,6032,0.056,0.003,0.167,0.51,0.233,0.069,0.177,0.437,0.208,0.112,0.057
128,6432,0.049,0.003,0.177,0.542,0.265,0.083,0.229,0.4,0.237,0.116,0.075
128,6832,0.047,0.003,0.181,0.517,0.338,0.094,0.203,0.354,0.273,0.115,0.087
128,7232,0.053,0.003,0.157,0.394,0.349,0.11,0.214,0.371,0.312,0.077,0.061
128,7632,0.048,0.003,0.157,0.522,0.294,0.087,0.202,0.359,0.257,0.098,0.089
128,8032,0.048,0.003,0.185,0.462,0.284,0.088,0.198,0.362,0.261,0.109,0.078
128,8432,0.056,0.003,0.17,0.52,0.269,0.088,0.218,0.404,0.223,0.126,0.099
128,8832,0.053,0.004,0.165,0.525,0.254,0.068,0.191,0.322,0.215,0.156,0.078
128,9232,0.049,0.004,0.165,0.618,0.292,0.089,0.233,0.466,0.236,0.127,0.155
128,9632,0.052,0.004,0.16,0.401,0.317,0.091,0.226,0.412,0.267,0.104,0.089
128,10032,0.048,0.003,0.177,0.484,0.228,0.073,0.185,0.382,0.192,0.103,0.109
128,10432,0.053,0.003,0.144,0.454,0.274,0.071,0.186,0.383,0.201,0.132,0.151
128,10832,0.055,0.003,0.159,0.436,0.295,0.086,0.191,0.412,0.241,0.102,0.102
128,11232,0.049,0.004,0.171,0.539,0.235,0.065,0.202,0.45,0.199,0.129,0.144
128,11632,0.05,0.003,0.125,0.424,0.275,0.078,0.179,0.397,0.228,0.113,0.13
128,12032,0.052,0.003,0.16,0.477,0.323,0.084,0.217,0.478,0.239,0.133,0.143
128,12432,0.054,0.003,0.133,0.385,0.207,0.063,0.163,0.381,0.178,0.079,0.103
128,12832,0.047,0.004,0.157,0.463,0.274,0.067,0.179,0.358,0.204,0.164,0.2
128,13232,0.055,0.003,0.17,0.383,0.305,0.07,0.217,0.329,0.205,0.171,0.24
128,13632,0.049,0.003,0.168,0.459,0.331,0.08,0.205,0.5,0.243,0.144,0.162
128,14032,0.053,0.003,0.191,0.397,0.285,0.062,0.168,0.362,0.183,0.133,0.195
128,14432,0.049,0.003,0.153,0.455,0.27,0.083,0.189,0.416,0.219,0.098,0.064
128,14832,0.052,0.004,0.143,0.516,0.207,0.069,0.197,0.373,0.175,0.129,0.085
128,15232,0.052,0.004,0.13,0.556,0.304,0.095,0.152,0.44,0.265,0.116,0.069
